
ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF21aapvoqy,AT2021gnr,18:16:58.99,+25:38:01.3,1292.02,g,16.3587,-,10.48,3.579,6.901,CV,-,18.50839356,0.448
ZTF21aaqmqyp,AT2021hdk,17:46:23.70,+12:09:38.7,1296.00,r,15.6294,-,12.608,0.637,11.971,CV,-,19.85669581,0.348
ZTF21aaqqwsa,AT2021hdr,21:24:00.31,+34:09:11.5,1775.89,r,18.1823,-,>60.09,35.05,>25.04,AGN,-,-11.4711784,0.364
ZTF21aaquyjp,AT2021hel,21:05:10.72,+12:49:24.8,1301.02,r,17.8362,-,3.296,1.604,1.692,CV,-,-22.14426459,0.317
ZTF21aaqzrat,AT2021hoz,18:03:06.81,+49:08:25.7,1310.97,g,16.6888,-,20.497,6.467,14.03,CV,-,27.82224969,0.141
ZTF21aarucpz,AT2021icr,07:19:27.39,+47:32:19.6,1308.75,g,17.7801,-,13.454,0.706,12.748,CV,-,24.18391778,0.242
ZTF21aatlewl,AT2021rsz,16:07:09.90,+13:34:18.9,1439.68,g,18.5806,-,276.119,24.671,251.448,AGN,-,42.48226271,0.107
ZTF21aatnpnl,AT2021iyz,07:29:05.64,+00:36:22.5,1313.66,g,18.0403,-,10.097,1.051,9.046,CV,-,8.64954379,0.374
ZTF21aatscez,AT2021ahpz,20:05:26.92,+07:17:35.8,1640.05,r,16.2493,-,>2.48,1.47,>1.01,CV,-,-12.84203662,0.598
ZTF21aavumzc,AT2021ahpw,19:57:57.59,+08:26:22.4,1322.96,g,16.8203,-,6.207,2.612,3.595,CV,-,-10.66285217,0.432
ZTF21aaygchh,AT2021maj,16:59:34.06,-17:50:31.7,1336.90,r,18.1435,-,13.422,3.901,9.521,CV,-,14.92737152,0.93
ZTF21aaylpht,AT2018brg,16:33:15.56,-19:25:51.5,1337.94,r,17.8111,-,10.526,3.786,6.74,CV,-,18.91891336,2.867
ZTF21aazmjby,-,20:09:11.33,+19:08:10.7,1342.97,g,15.8995,-,5.353,0.632,4.721,CV?,-,-7.48840679,0.817
ZTF21aazyjlz,AT2021lwy,15:37:12.59,-14:29:48.4,1344.81,g,15.8184,-,3.535,0.726,2.809,CV,-,32.12466421,0.45
ZTF21abaauot,AT2019xfq,21:30:49.89,-02:08:14.5,1711.93,g,18.2188,-,>0,>0,>0,AGN,-,-35.93573444,0.168
ZTF21ababatx,AT2019pgx,00:58:24.96,+45:21:34.0,1711.98,r,16.7844,-,0.544,0.542,0.002,AGN,-,-17.49473228,0.349
ZTF21abbkwhn,AT2021mnc,16:41:14.48,+19:28:40.4,1349.88,g,16.8936,-,10.987,0.457,10.53,CV,-,37.11923512,0.201
ZTF21abbxnbm,-,21:16:04.72,+24:46:20.5,1466.85,r,18.2029,-,6.34,3.515,2.825,CV,-,-16.60334408,0.311
ZTF21abcnlpj,AT2021rsc,17:52:01.12,+49:22:46.6,1361.95,g,14.9041,-,1.665,0.405,1.26,CV?,-,29.64724064,0.107
ZTF21abdiymf,AT2021pif,18:45:26.65,-25:27:25.4,1368.94,g,17.8752,-,6.944,2.771,4.173,CV,-,-10.07770529,0.929
ZTF21abezcph,AT2021qdq,19:38:23.19,+36:04:22.1,1373.93,g,17.3908,-,7.996,0.664,7.332,CV,-,7.01675182,0.514
ZTF21abfxidm,AT2021ljz,22:58:29.43,+09:32:27.1,1377.96,g,18.362,-,>9.811,0.811,>9,CV?,-,-44.23895941,0.206
ZTF21abgjdtt,AT2021qct,19:53:31.12,+67:05:06.6,1379.93,g,16.633,-,12.236,0.397,11.839,CV,-,19.10371385,0.518
ZTF21ablimml,AT2021tgr,19:23:39.50,-18:21:41.2,1408.86,g,18.3304,-,15.888,0.891,14.997,CV,-,-15.18870061,0.274
ZTF21abmemav,-,15:35:22.73,-10:03:00.2,1411.69,g,15.0381,-,9.232,0.299,8.933,CV,-,35.587944,0.435
ZTF21abqyqtx,-,19:27:16.48,+45:13:11.7,1435.72,g,15.8297,-,10.16,4.936,5.224,CV?,-,13.06403032,0.322
ZTF21abrthyb,AT2021vuv,18:58:05.36,+28:44:00.7,1438.72,g,18.3343,-,21.202,4.301,16.901,CV,-,11.33611255,0.474
ZTF21abugfqj,AT2021wjf,20:04:53.09,-19:03:27.7,1444.75,r,18.4749,-,9.13,1.13,8,CV,-,-24.44880583,0.396
ZTF21abxowzx,AT2021yzu,21:37:19.93,-10:45:11.9,1531.69,g,18.1217,-,236.306,36.189,200.117,AGN,-,-41.61658772,0.096
ZTF21acaohjl,AT2021yuk,02:52:14.64,+00:20:10.7,1469.94,g,16.6984,-,4.697,0.549,4.148,CV,-,-50.03992176,0.25
ZTF21accbxzk,-,22:07:41.86,+17:52:25.0,1473.86,g,17.0774,-,2.788,0.46,2.328,CV?,-,-29.9962414,0.138
ZTF21accyuff,AT2021zdj,19:36:44.52,-05:23:57.6,1475.73,g,16.9456,-,14.123,1.146,12.977,CV,-,-12.52789553,0.889
ZTF21aceejop,-,07:45:50.45,+56:15:28.1,1487.97,g,15.6651,-,6.889,0.797,6.092,CV,-,29.69754138,0.169
ZTF21acgmvhs,AT2021abtn,19:50:45.05,+04:19:20.1,1498.64,g,17.3813,-,16.729,5.069,11.66,CV,-,-11.11342553,0.476
ZTF21acgrero,AT2021aaxp,00:44:40.34,+41:13:06.7,1498.85,g,16.5229,-,4.483,1.506,2.977,CV,-,-21.63509902,0.17
ZTF21aciubsk,AT2021achc,18:05:48.55,+07:52:23.3,1601.07,r,18.5411,-,>91.585,>0,>91.585,CV,-,13.69923781,0.621
ZTF21acjjtmh,AT2021acww,07:46:37.98,+65:37:51.6,1518.87,g,18.7973,-,8.838,3.839,4.999,CV,-,30.19514266,0.108
ZTF21acpjrdx,AT2021aenv,06:38:12.40,-12:56:38.8,1532.92,r,17.1824,-,4.422,0.661,3.761,CV?,-,-8.75379923,1.118
ZTF21acqfzzw,AT2021afte,07:48:10.24,+32:26:18.7,1550.78,g,17.2391,-,>3.957,3.867,>0.09,CV,-,25.38067789,0.205
ZTF22aaaefca,-,15:17:56.50,+45:38:32.4,1600.95,g,15.8306,-,>3.936,>0,>3.936,CV?,-,55.6278296,0.082
ZTF22aaagvdj,AT2021afpi,03:02:27.33,+19:17:54.6,1622.69,r,18.6547,-,>18,>0.04,>17.96,CV,-,-33.760395,0.396
ZTF22aaahgtt,AT2022hy,07:15:56.21,+45:31:07.7,1622.74,g,17.9508,-,>16.11,>0,>16.11,CV,-,23.07093033,0.228
ZTF22aaahizd,AT2022cfy,08:19:58.53,-21:04:38.2,1622.75,g,17.1836,-,>3.832,>0,>3.832,CV,-,8.56386559,0.353
ZTF22aabhpei,AT2022csm,05:01:55.97,-13:16:25.1,1629.72,g,17.5829,-,>9.386,>0,>9.386,CV,-,-30.19914666,0.321
ZTF22aabzkov,AT2022dnk,14:08:05.65,-21:00:51.6,1637.98,g,16.3656,-,>4.02,>0.04,>3.98,CV?,-,38.40659756,0.189
ZTF22aachgve,AT2022eav,11:27:14.13,+44:21:03.5,1709.68,r,18.4678,-,>93.95,>69.91,>24.04,AGN?,-,65.87977658,0.056
ZTF22aaefmbp,AT2022hmj,21:36:16.87,+37:49:58.6,1673.97,g,16.6381,-,>6.916,>0,>6.916,CV?,-,-10.5688371,0.753
ZTF22aahnvmo,AT2022iyx,18:57:56.53,+31:44:42.7,1696.93,g,16.7731,-,6.612,0.765,5.847,CV,-,12.61731008,0.322
ZTF22aajjqti,AT2022jsu,21:46:49.80,+26:33:23.6,1707.97,r,14.2212,-,>8.117,>0.04,>8.077,CV,-,-20.34216765,0.233
ZTF22aajltzm,AT2022jxw,19:43:17.73,+01:17:38.3,1709.96,r,15.6253,-,>9.995,>1.08,8.915,CV,-,-10.91281143,0.92
ZTF22aajluly,AT2022jxv,19:52:16.79,+03:55:47.3,1708.88,r,17.2645,-,>8.134,>0,>8.134,CV,-,-11.63642396,0.466
ZTF22aajtsxd,AT2022jwt,17:15:56.68,-20:17:25.5,1711.85,r,16.8778,-,>5.286,>0,>5.286,CV,-,10.35324472,1.367
ZTF22aakhqrd,AT2022kmi,17:40:15.67,+10:19:38.9,1718.83,r,16.2518,-,>2.857,>0,>2.857,CV,-,20.44574696,0.441
ZTF22aaknliz,AT2016hrr,17:23:55.81,-17:16:48.4,1724.94,g,18.6248,-,>5.05,>3.11,>1.94,CV,-,10.44013136,1.037
ZTF22aakzsrj,AT2022koy,20:08:29.22,-04:14:10.4,1725.92,r,16.2486,-,12.336,0.58,11.756,CV,-,-19.05525641,0.795
ZTF22aaldqbz,AT2020tbo,15:49:52.60,-13:34:38.4,1724.84,g,18.3585,-,>0.06,>0,>0.06,CV,-,30.58641673,0.372
ZTF22aalwamk,AT2022lnd,15:01:10.22,-06:50:36.3,1731.82,g,18.7832,-,5.904,1.692,4.212,CV,-,43.74745548,0.201
ZTF22aandlod,AT2022men,16:44:56.11,-19:11:53.7,1736.84,r,17.0715,-,>5.916,>0.05,>5.866,CV,-,16.90484452,1.306
ZTF22aapgtoe,AT2022nur,17:35:07.34,+47:26:16.2,1757.80,g,15.9135,-,7.977,2.004,5.973,CV,-,32.18285129,0.094
ZTF22aarntxu,-,23:26:05.78,+33:07:22.3,1765.93,g,16.6303,-,>6.721,>3,3.721,CV,-,54.53572324,0.072
